Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,DayName
98,1,2015-01-05,8787,958,1,0,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,5,2,1,Monday
99,1,2015-01-05,4325,440,1,1,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,5,2,1,Monday
100,1,2015-01-05,7181,997,1,1,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,5,2,1,Monday
1,2,2015-01-06,4537,474,1,1,0,0,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
2,2,2015-01-06,9600,822,1,0,0,0,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
3,2,2015-01-06,9900,1022,1,0,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
4,2,2015-01-06,7321,852,1,0,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
5,2,2015-01-06,13200,1191,1,0,0,0,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
6,2,2015-01-06,7208,827,1,1,0,1,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
7,2,2015-01-06,10817,920,1,1,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
8,2,2015-01-06,5896,573,1,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
9,2,2015-01-06,6828,737,1,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
10,2,2015-01-06,4413,417,1,0,0,0,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
11,2,2015-01-06,12416,976,1,1,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
12,2,2015-01-06,5575,686,1,0,0,0,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
13,2,2015-01-06,8328,708,1,0,0,0,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
14,2,2015-01-06,12000,1083,1,1,0,0,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
15,2,2015-01-06,11539,981,1,1,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
16,2,2015-01-06,7665,1035,1,0,0,0,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
17,2,2015-01-06,1713,311,1,0,0,0,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
18,2,2015-01-06,3425,606,1,0,0,1,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
19,2,2015-01-06,3924,344,1,1,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
20,2,2015-01-06,5117,525,1,1,0,1,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
21,2,2015-01-06,5829,403,1,1,0,0,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
22,2,2015-01-06,7316,1099,1,1,0,0,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
23,2,2015-01-06,7956,740,1,1,0,0,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
24,2,2015-01-06,7273,755,1,0,0,1,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
25,2,2015-01-06,6638,863,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
26,2,2015-01-06,6783,541,1,1,0,0,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
27,2,2015-01-06,8015,865,1,1,0,0,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
28,2,2015-01-06,6770,576,1,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
29,2,2015-01-06,7480,1013,1,1,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
30,2,2015-01-06,8240,727,1,0,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
31,2,2015-01-06,7605,822,1,1,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
32,2,2015-01-06,6995,859,1,0,0,1,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
33,2,2015-01-06,0,0,0,0,0,0,d,c,1500.0,9.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
34,2,2015-01-06,6617,1185,1,0,0,0,d,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
35,2,2015-01-06,7865,653,1,1,0,1,a,c,120.0,5.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
36,2,2015-01-06,5840,440,1,1,0,0,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
37,2,2015-01-06,3575,338,1,0,0,0,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
38,2,2015-01-06,5812,436,1,1,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
39,2,2015-01-06,3394,470,1,1,0,0,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
40,2,2015-01-06,7103,902,1,1,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
41,2,2015-01-06,3509,309,1,0,0,0,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
42,2,2015-01-06,9402,971,1,1,0,1,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
43,2,2015-01-06,5722,974,1,0,0,0,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
44,2,2015-01-06,3324,415,1,0,0,0,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
45,2,2015-01-06,4902,357,1,1,0,0,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
46,2,2015-01-06,2822,404,1,0,0,0,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
47,2,2015-01-06,9324,1032,1,1,0,0,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
48,2,2015-01-06,6366,581,1,0,0,0,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
49,2,2015-01-06,7859,851,1,1,0,1,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
50,2,2015-01-06,6330,927,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
51,2,2015-01-06,4728,793,1,0,0,1,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
52,2,2015-01-06,7712,666,1,1,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
53,2,2015-01-06,9479,835,1,1,0,0,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
54,2,2015-01-06,7660,927,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
55,2,2015-01-06,6631,808,1,0,0,0,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
56,2,2015-01-06,7650,914,1,1,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
57,2,2015-01-06,8962,1143,1,1,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
58,2,2015-01-06,8402,1125,1,0,0,0,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
59,2,2015-01-06,3828,484,1,0,0,0,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
60,2,2015-01-06,0,0,0,0,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
61,2,2015-01-06,3431,571,1,0,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
62,2,2015-01-06,5139,553,1,0,0,0,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
63,2,2015-01-06,6380,859,1,0,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
64,2,2015-01-06,4315,490,1,0,0,0,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
65,2,2015-01-06,10974,1082,1,0,0,0,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
66,2,2015-01-06,8969,808,1,0,0,0,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
67,2,2015-01-06,6767,881,1,0,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
68,2,2015-01-06,10791,1179,1,0,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
69,2,2015-01-06,4233,399,1,0,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
70,2,2015-01-06,4002,718,1,0,0,0,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
71,2,2015-01-06,11703,1027,1,1,0,0,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
72,2,2015-01-06,3693,492,1,0,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
73,2,2015-01-06,9142,782,1,0,0,1,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
74,2,2015-01-06,8194,751,1,1,0,0,a,a,500.0,7.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
75,2,2015-01-06,7036,818,1,1,0,0,c,c,3000.0,11.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
76,2,2015-01-06,4957,509,1,1,0,1,a,a,120.0,0.0,2014.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
77,2,2015-01-06,4248,630,1,0,0,0,d,c,1500.0,11.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
78,2,2015-01-06,10803,1145,1,0,0,0,d,c,500.0,3.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
79,2,2015-01-06,3149,318,1,0,0,0,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,6,2,1,Tuesday
80,2,2015-01-06,4664,440,1,0,0,1,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
81,2,2015-01-06,10545,1121,1,0,0,0,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
82,2,2015-01-06,4838,868,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
83,2,2015-01-06,7402,624,1,0,0,1,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
84,2,2015-01-06,10226,1030,1,1,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
85,2,2015-01-06,4866,507,1,0,0,0,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,6,2,1,Tuesday
86,2,2015-01-06,4925,594,1,1,0,0,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
87,2,2015-01-06,3450,407,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
88,2,2015-01-06,8988,1134,1,0,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
89,2,2015-01-06,9867,1044,1,1,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
90,2,2015-01-06,5133,453,1,1,0,1,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
91,2,2015-01-06,13885,1190,1,1,0,1,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
92,2,2015-01-06,9953,1180,1,1,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
93,2,2015-01-06,7346,719,1,0,0,1,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
94,2,2015-01-06,9646,956,1,1,0,1,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
95,2,2015-01-06,4578,426,1,0,0,0,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
96,2,2015-01-06,3823,547,1,0,0,0,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
97,2,2015-01-06,9546,979,1,0,0,0,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
98,2,2015-01-06,7694,874,1,1,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,1,6,2,1,Tuesday
99,2,2015-01-06,2973,360,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
100,2,2015-01-06,5458,603,1,1,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,6,2,1,Tuesday
1,3,2015-01-07,10311,888,1,1,0,1,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
2,3,2015-01-07,8750,1049,1,1,0,0,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
3,3,2015-01-07,10319,1156,1,1,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
4,3,2015-01-07,10474,867,1,1,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
5,3,2015-01-07,8200,979,1,0,0,0,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
6,3,2015-01-07,3316,362,1,1,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
7,3,2015-01-07,2545,434,1,0,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
8,3,2015-01-07,2465,302,1,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
9,3,2015-01-07,11377,944,1,1,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
10,3,2015-01-07,8981,895,1,1,0,1,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
11,3,2015-01-07,5558,611,1,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
12,3,2015-01-07,4919,452,1,0,0,1,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
13,3,2015-01-07,5488,476,1,1,0,0,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
14,3,2015-01-07,2774,305,1,0,0,1,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
15,3,2015-01-07,4225,386,1,0,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
16,3,2015-01-07,4946,756,1,0,0,0,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
17,3,2015-01-07,6681,923,1,1,0,0,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
18,3,2015-01-07,9291,919,1,1,0,0,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
19,3,2015-01-07,8072,715,1,0,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
20,3,2015-01-07,9674,973,1,1,0,0,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
21,3,2015-01-07,2991,426,1,0,0,0,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
22,3,2015-01-07,3576,436,1,0,0,1,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
23,3,2015-01-07,5957,748,1,1,0,0,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
24,3,2015-01-07,4294,538,1,1,0,0,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
25,3,2015-01-07,12118,1155,1,1,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
26,3,2015-01-07,6714,613,1,1,0,0,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
27,3,2015-01-07,5426,550,1,1,0,1,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
28,3,2015-01-07,2465,443,1,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
29,3,2015-01-07,10848,897,1,1,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
30,3,2015-01-07,4764,712,1,0,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,1,7,2,1,Wednesday
31,3,2015-01-07,8166,841,1,0,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
32,3,2015-01-07,7176,833,1,0,0,0,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
33,3,2015-01-07,13935,1124,1,1,0,0,d,c,1500.0,9.0,2008.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
34,3,2015-01-07,5981,520,1,1,0,0,d,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
35,3,2015-01-07,2015,339,1,0,0,0,a,c,120.0,5.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
36,3,2015-01-07,7863,778,1,0,0,0,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,1,7,2,1,Wednesday
37,3,2015-01-07,7197,647,1,1,0,1,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
38,3,2015-01-07,3597,435,1,0,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
39,3,2015-01-07,7247,613,1,1,0,1,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
40,3,2015-01-07,10043,882,1,1,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
41,3,2015-01-07,10968,1026,1,1,0,1,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
42,3,2015-01-07,9362,769,1,1,0,0,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
43,3,2015-01-07,8961,819,1,1,0,0,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
44,3,2015-01-07,10361,1015,1,0,0,0,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
45,3,2015-01-07,5827,695,1,0,0,0,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,1,7,2,1,Wednesday
46,3,2015-01-07,10601,1105,1,1,0,0,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
47,3,2015-01-07,12110,984,1,1,0,0,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
48,3,2015-01-07,6436,1089,1,0,0,0,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
49,3,2015-01-07,13435,1137,1,1,0,0,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
50,3,2015-01-07,7014,976,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
51,3,2015-01-07,7673,1127,1,1,0,1,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
52,3,2015-01-07,6114,803,1,0,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
53,3,2015-01-07,4688,563,1,1,0,0,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,1,7,2,1,Wednesday
54,3,2015-01-07,8547,951,1,1,0,1,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
55,3,2015-01-07,9340,1158,1,1,0,0,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,1,7,2,1,Wednesday
56,3,2015-01-07,5944,758,1,0,0,1,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
57,3,2015-01-07,5606,800,1,0,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
58,3,2015-01-07,4474,655,1,1,0,0,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
59,3,2015-01-07,11207,1008,1,0,0,1,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
60,3,2015-01-07,2663,318,1,0,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,1,7,2,1,Wednesday
61,3,2015-01-07,13309,1154,1,0,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
62,3,2015-01-07,8284,862,1,1,0,0,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
63,3,2015-01-07,3236,313,1,1,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
64,3,2015-01-07,13794,1187,1,0,0,1,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
65,3,2015-01-07,11231,1156,1,0,0,0,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
66,3,2015-01-07,4750,492,1,1,0,1,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
67,3,2015-01-07,4813,729,1,0,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
68,3,2015-01-07,5539,506,1,0,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
69,3,2015-01-07,4627,389,1,1,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
70,3,2015-01-07,8314,737,1,1,0,0,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
71,3,2015-01-07,2706,328,1,0,0,0,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,1,7,2,1,Wednesday
72,3,2015-01-07,12063,1129,1,1,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,1,7,2,1,Wednesday
73,3,2015-01-07,5891,480,1,1,0,0,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,1,7,2,1,Wednesday
